Präfix;Suffix;SX-ID;ID;Type;Muskelgruppe;Übung;Gerät;Variation;Muscle;Exercise;Device;Variation;GymOrig_ID;GymOrig_Name;GymOrig_Exercise type;GymOrig_BodyPart;GymOrig_Equipment;GymOrig_Gender;GymOrig_Target;GymOrig_Synergist;OA;OA;OA;OA;OA;UA;UA;UA;SC;SC;SC;SC;SC;SC;SC;SC;BR;BR;BR;BR;BR;BR;BR;BA;BA;BA;BA;BA;RU;RU;RU;RU;RU;RU;RU;GE;GE;GE;GE;GE;GE;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;OS;US;US;US;US;US;US;US;US;US;US;US;Notizen;Anleitung;Instructions
A;m;1330;A1330m;d;Biceps;Preacher Curls;Kabelzug;beidarmig;Biceps;Preacher Curls;Cable;Two-Arm;019513;Cable Preacher Curl;Strength;Upper Arms;Cable;Male;;;2;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Stellen Sie eine Scott-Bank vor einen tiefen Kabelzug
• Setzen Sie sich auf die Scott-Curl Bank und stellen Sie die Sitzhöhe so ein, dass Ihre Achselhöhlen bündig mit dem oberen Ende des Armpolsters abschließen
• Umgreifen Sie mit beiden Händen eine kurze Griffstange und legen Sie die Rückseite Ihres arbeitenden Armes auf das Armpolster
• Heben Sie die Stange nun soweit nach oben, bis Ihre Biceps maximal kontrahiert sind
• Achten Sie dabei darauf, dass Handgelenk,  Ellenbogen und Schulter beider Seiten jeweils in einer gedachten Linie bleiben
• Vermeiden Sie es den Oberarm vom Polster abzuheben um die Griffstange noch weiter nach oben zu bringen
• Führen Sie die Stange in gleicher Form zurück und wiederholen Sie die Bewegung bis die empfohlene Wiederholungszahl erreicht ist";"• Place a preacher bench in front of a low pulley machine
• Sit on a preacher bench and adjust seat height so that your armpit fits against the upper end of the pad
• Grasp a bar with both hands and place the back of upper arms on the arm pad 
• Now raise the bar until your biceps are fully contracted
• Make sure that wrist, elbow, and shoulder of each side stay in a virtual straight line throughout the whole exercise
• Avoid lifting your upper arms of the arm pad in an effort to raise the bar any higher
• Reverse movement on the way down and repeat until you have finished all of the recommended repetitions
"
A;m;1331;A1331m;d;Biceps;Preacher Curls;Kurzhantel;einarmig;Biceps;Preacher Curls;Dumbbells;One-Arm;529813;Dumbbell Preacher Curl (Turned Torso);Strength;Upper Arms;Dumbbell;Male;;;2;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Setzen Sie sich auf die Scott-Curl Bank und stellen Sie die Sitzhöhe so ein, dass Ihre Achselhöhle bündig mit dem oberen Ende des Armpolsters abschließt
• Umgreifen Sie eine Kurzhantel und legen Sie die Rückseite Ihres arbeitenden Armes auf das Armpolster, während die gegenseitige Hand, zur Erhöhung der Balance und Stabilität, das obere Ende des Armpolsters umgreifen sollte.
• Heben Sie die Hantel nun soweit nach oben, bis Ihr Biceps maximal kontrahiert ist
• Achten Sie darauf, dass Ihr Handgelenk, Ihr Ellenbogen und Ihre Schulter dabei in einer gedachten Linie bleiben
• Vermeiden Sie es den Oberarm vom Polster abzuheben um die Hantel noch weiter nach oben zu bringen
• Führen Sie die Hanteln in gleicher Form zurück und wiederholen Sie die Bewegung bis die empfohlene Wiederholungszahl erreicht ist
• Führen Sie die gleiche Bewegung anschließend mit dem anderen Arm aus
";"• Sit on a preacher bench and adjust seat height so that your armpit fits against the upper end of the pad
• Grasp a dumbbell and place the back of your working arm on the arm pad whereas the opposite hand should grasp the upper end of the pad for balance and stability
• Now raise the dumbbell until your biceps is fully contracted
• Make sure that your wrist, elbow, and shoulder are staying in a virtual straight line throughout the whole exercise
• Avoid lifting your upper arm of the arm pad in an effort to raise the dumbbell any higher
• Reverse movement on the way down and repeat until you have finished all of the recommended repetitions
• Then switch arms and perform the same exercise with the opposite arm
"
A;m;1332;A1332m;d;Biceps;Preacher Curls;Kabelzug;einarmig;Biceps;Preacher Curls;Cable;One-Arm;163313;Cable One Arm Preacher Curl;Strength;Upper Arms;Cable;Male;;;2;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Stellen Sie eine Scott-Bank vor einen tiefen Kabelzug
• Setzen Sie sich auf die Scott-Curl Bank und stellen Sie die Sitzhöhe so ein, dass Ihre Achselhöhle bündig mit dem oberen Ende des Armpolsters abschließt
• Umgreifen Sie einen Einhandgriff und legen Sie die Rückseite Ihres arbeitenden Armes auf das Armpolster, während die gegenseitige Hand, zur Erhöhung der Balance und Stabilität, das obere Ende des Armpolsters umgreifen sollte.
• Heben Sie den Griff nun soweit nach oben, bis Ihr Biceps maximal kontrahiert ist
• Achten Sie darauf, dass Ihr Handgelenk, Ihr Ellenbogen und Ihre Schulter dabei in einer gedachten Linie bleiben
• Vermeiden Sie es den Oberarm vom Polster abzuheben um den Griff noch weiter nach oben zu bringen
• Führen Sie den Griff in gleicher Form zurück und wiederholen Sie die Bewegung bis die empfohlene Wiederholungszahl erreicht ist
• Führen Sie die gleiche Bewegung anschließend mit dem anderen Arm aus
";"• Place a preacher bench in front of a low pulley machine
• Sit on a preacher bench and adjust seat height so that your armpit fits against the upper end of the pad
• Grasp on stirrup and place the back of your working arm on the arm pad whereas the opposite hand should grasp the upper end of the pad for balance and stability
• Now raise the handle until your biceps is fully contracted
• Make sure that your wrist, elbow, and shoulder are staying in a virtual straight line throughout the whole exercise
• Avoid lifting your upper arm of the arm pad in an effort to raise the handle any higher
• Reverse movement on the way down and repeat until you have finished all of the recommended repetitions
• Then switch arms and perform the same exercise with the opposite arm
"
A;m;1333;A1333m;d;Biceps;Hammercurls stehend;Kurzhantel;beidarmig;Biceps;Hammer Curls Standing;Dumbbells;Two-Arm;031213;Dumbbell Hammer Curl (VERSION 2);Strength;Upper Arms;Dumbbell;Male;;;2;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Stellen Sie sich aufrecht hin, die Beine schulterweit auseinander und die Knie leicht gebeugt
• Umgreifen Sie mit beiden Händen je eine Kurzhantel und halten Sie diese mit fast ausgestreckten Armen neben ihrem Körper (Handflächen zeigen zu den Oberschenkeln)
• Beugen Sie nun den Arm bis Ihr Biceps maximal kontrahiert ist ohne dabei Ihr Handgelenk nach außen zu drehen (d.h. sie halten die Hanteln in etwa so, wie Sie einen Hammer festhalten würden)
• Achten Sie bei der Bewegung darauf, dass Ihr Ellenbogen nah an Ihrem Oberkörper bleibt und Ihr Oberarm stets senkrecht zum Boden weist
• Halten Sie Ihren Rücken während der gesamten Bewegung gerade und Ihren Kopf in einer neutralen Position
• Führen Sie die Hanteln in gleicher Form zurück und wiederholen Sie die Bewegung mit dem anderen Arm
";"• Stand upright with your feet shoulder width apart and your knees slightly bent
• Grasp one dumbbell with each hand and let your arms hang at your sides with slightly bent elbows and palms facing your thighs
• Now raise one dumbbell until your biceps is fully contracted without rotating your wrists outwards (i.e. you hold the dumbbells similar to the way you would hold a hammer)
• Make sure that your elbow stays close to your torso with your upper arm pointing vertically down at the floor
• Keep your back straight and your head in a neutral position throughout exercise 
• Reverse movement on the way down and repeat with your opposite arm
"
A;m;1334;A1334m;d;Biceps;Hammercurls stehend;Triceps-Hantel;beidarmig;Biceps;Hammer Curls Standing;Triceps Bar;Two-Arm;063613;Olympic Barbell Hammer Curl;Strength;Upper Arms;Olympic barbell;Male;;;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Stellen Sie sich aufrecht hin, die Beine schulterweit auseinander und die Knie leicht gebeugt
• Umgreifen Sie mit beiden Händen eine Tricepshantel (Handflächen zeigen zueinander) und halten Sie diese mit fast ausgestreckten Armen vor Ihre Oberschenkel 
• Beugen Sie nun den Arm bis Ihr Biceps maximal kontrahiert ist
• Achten Sie bei der Bewegung darauf, dass Ihre Ellenbogen nah an Ihrem Oberkörper bleiben und Ihr Oberarm stets senkrecht zum Boden weist
• Halten Sie Ihren Rücken während der gesamten Bewegung gerade und Ihren Kopf in einer neutralen Position
• Führen Sie die Hantel in gleicher Form zurück und wiederholen Sie die Bewegung mit dem anderen Arm
";"• Stand upright with your feet shoulder width apart and your knees slightly bent
• Grasp Triceps Bar with both hands (palms facing each other) and let your arms hang at your sides with slightly bent elbows
• Now raise the bar until your biceps is fully contracted
• Make sure that your elbow stays close to your torso with your upper arm pointing vertically down at the floor
• Keep your back straight and your head in a neutral position throughout exercise 
• Reverse movement on the way down and repeat with your opposite arm
"
A;m;1335;A1335m;d;Biceps;Hammercurls stehend;Kurzhantel;beidarmig, Arm Blaster;Biceps;Hammer Curls Standing;Dumbbells;Two-Arm, Arm Blaster;240213;Dumbbell Hammer Curls (with arm blaster);Strength;Forearms;Dumbbell;Male;;;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Hängen Sie sich den Biceps Curler um den Hals und stellen Sie die Gurtlänge so ein, dass Ihre Oberarme während der Übung gut gestützt werden - die Ellbogengelenke selbst bleiben frei
• Stellen Sie sich aufrecht hin, die Beine schulterweit auseinander und die Knie leicht gebeugt
• Umgreifen Sie mit beiden Händen je eine Kurzhantel und halten Sie diese mit fast ausgestreckten Armen neben ihrem Körper (Handflächen zeigen zu den Oberschenkeln)
• Beugen Sie nun den Arm bis Ihr Biceps maximal kontrahiert ist ohne dabei Ihr Handgelenk nach außen zu drehen (d.h. sie halten die Hanteln in etwa so, wie Sie einen Hammer festhalten würden)
• Achten Sie bei der Bewegung darauf, dass Ihr Ellenbogen nah an Ihrem Oberkörper bleibt und Ihr Oberarm stets senkrecht zum Boden weist (gestützt durch den Biceps Curler)
• Halten Sie Ihren Rücken während der gesamten Bewegung gerade und Ihren Kopf in einer neutralen Position
• Führen Sie die Hanteln in gleicher Form zurück und wiederholen Sie die Bewegung mit dem anderen Arm
";"• Hang the Biceps Curler around your neck and adjust strap length so that your upper arm is well supported - your elbow joints should not be covered
• Stand upright with your feet shoulder width apart and your knees slightly bent
• Grasp one dumbbell with each hand and let your arms hang at your sides with slightly bent elbows and palms facing your thighs
• Now raise one dumbbell until your biceps is fully contracted without rotating your wrists outwards (i.e. you hold the dumbbells similar to the way you would hold a hammer)
• Make sure that your elbow stays close to your torso with your upper arm pointing vertically down at the floor (supported by the Biceps Curler)
• Keep your back straight and your head in a neutral position throughout exercise 
• Reverse movement on the way down and repeat with your opposite arm
"
X;m;1336;X1336m;d;Biceps;Hammercurls stehend;Triceps-Hantel;beidarmig, Arm Blaster;Biceps;Hammer Curls Standing;Triceps Bar;Two-Arm, Arm Blaster;;;;;;;;;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Hängen Sie sich den Biceps Curler um den Hals und stellen Sie die Gurtlänge so ein, dass Ihre Oberarme während der Übung gut gestützt werden - die Ellbogengelenke selbst bleiben frei
• Stellen Sie sich aufrecht hin, die Beine schulterweit auseinander und die Knie leicht gebeugt
• Umgreifen Sie mit beiden Händen eine Tricepshantel (Handflächen zeigen zueinander) und halten Sie diese mit fast ausgestreckten Armen vor Ihre Oberschenkel 
• Beugen Sie nun den Arm bis Ihr Biceps maximal kontrahiert ist
• Achten Sie bei der Bewegung darauf, dass Ihre Ellenbogen nah an Ihrem Oberkörper bleiben und Ihr Oberarm stets senkrecht zum Boden weist (gestützt durch den Biceps Curler)
• Halten Sie Ihren Rücken während der gesamten Bewegung gerade und Ihren Kopf in einer neutralen Position
• Führen Sie die Hantel in gleicher Form zurück und wiederholen Sie die Bewegung mit dem anderen Arm
";"• Hang the Biceps Curler around your neck and adjust strap length so that your upper arm is well supported - your elbow joints should not be covered
• Stand upright with your feet shoulder width apart and your knees slightly bent
• Grasp Triceps Bar with both hands (palms facing each other) and let your arms hang at your sides with slightly bent elbows
• Now raise the bar until your biceps is fully contracted
• Make sure that your elbow stays close to your torso with your upper arm pointing vertically down at the floor (supported by the Biceps Curler)
• Keep your back straight and your head in a neutral position throughout exercise 
• Reverse movement on the way down and repeat with your opposite arm
"
A;m;1337;A1337m;d;Biceps;Hammercurls stehend;Kurzhantel;einarmig;Biceps;Hammer Curls Standing;Dumbbells;One-Arm;167113;Dumbbell One Arm Standing Hammer Curl;Strength;Upper Arms;Dumbbell;Male;;;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Stellen Sie sich aufrecht hin, die Beine schulterweit auseinander und die Knie leicht gebeugt
• Umgreifen Sie mit einer Hand eine Kurzhantel und halten Sie diese mit fast ausgestreckten Armen neben ihrem Körper (Handfläche zeigt zu Ihrem Oberschenkel)
• Beugen Sie nun den Arm bis Ihr Biceps maximal kontrahiert ist ohne dabei Ihr Handgelenk nach außen zu drehen (d.h. sie halten die Hanteln in etwa so, wie Sie einen Hammer festhalten würden)
• Achten Sie bei der Bewegung darauf, dass Ihr Ellenbogen nah an Ihrem Oberkörper bleibt und Ihr Oberarm stets senkrecht zum Boden weist
• Halten Sie Ihren Rücken während der gesamten Bewegung gerade und Ihren Kopf in einer neutralen Position
• Führen Sie die Hantel in gleicher Form zurück und wiederholen Sie die Bewegung
";"• Stand upright with your feet shoulder width apart and your knees slightly bent
• Grasp a dumbbell with one hand and let your arm hang at your side with elbow slightly bent and palm facing your thigh
• Now raise one dumbbell until your biceps is fully contracted without rotating your wrists outwards (i.e. you hold the dumbbell similar to the way you would hold a hammer)
• Make sure that your elbow stays close to your torso with your upper arm pointing vertically down at the floor
• Keep your back straight and your head in a neutral position throughout the exercise 
• Reverse movement on the way down and repeat
"
A;m;1338;A1338m;d;Biceps;Hammercurls sitzend;Kurzhantel;beidarmig;Biceps;Hammer Curls Seated;Dumbbells;Two-Arm;167813;Dumbbell Seated Hammer Curl;Strength;Upper Arms;Dumbbell;Male;;;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Setzen Sie sich auf eine Trainingsbank mit einer nahezu senkrechten Rückenlehne
• Umgreifen Sie mit beiden Händen je eine Kurzhantel und halten Sie diese mit fast ausgestreckten Armen neben ihrem Körper (Handflächen zeigen zu den Oberschenkeln)
• Beugen Sie nun Ihre Arme bis Ihre Biceps maximal kontrahiert sind ohne dabei Ihre Handgelenke nach außen zu drehen (d.h. sie halten die Hanteln in etwa so, wie Sie einen Hammer festhalten würden)
• Achten Sie bei der Bewegung darauf, dass Ihre Ellenbogen nah an Ihrem Oberkörper bleiben und Ihre Oberarme stets senkrecht zum Boden weisen
• Halten Sie Ihren Rücken während der gesamten Bewegung gerade und Ihren Kopf in einer neutralen Position
• Führen Sie die Hanteln in gleicher Form zurück und wiederholen Sie die Bewegung
";"• Sit on an exercise bench with a vertical back pad 
• Grasp one dumbbell with each hand and let your arms hang at your sides with slightly bent elbows and palms facing your thighs
• Now raise the dumbbells until your biceps are fully contracted without rotating your wrists outwards (i.e. you hold the dumbbells similar to the way you would hold a hammer)
• Make sure that your elbows stay close to your torso with your upper arms pointing vertically down at the floor
• Keep your back against the back pad throughout the exercise 
• Reverse movement on the way down and repeat"
A;m;1339;A1339m;d;Biceps;Hammercurls liegend;Kurzhantel;beidarmig, Schrägbank;Biceps;Hammer Curls Lying;Dumbbells;Two-Arm, Incline Bench;167413;Dumbbell Prone Incline Hammer Curl;Strength;Upper Arms;Dumbbell;Male;;;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Legen Sie sich auf eine Schrägbank mit einer um ca. 45 Grad geneigten Rückenlehne 
• Umgreifen Sie mit beiden Händen je eine Kurzhantel und halten Sie diese mit fast ausgestreckten Armen neben ihrem Körper (Handflächen zeigen zu den Oberschenkeln)
• Beugen Sie nun Ihre Arme bis Ihre Biceps maximal kontrahiert sind ohne dabei Ihre Handgelenke nach außen zu drehen (d.h. sie halten die Hanteln in etwa so, wie Sie einen Hammer festhalten würden)
• Achten Sie bei der Bewegung darauf, dass Ihre Ellenbogen nah an Ihrem Oberkörper bleiben und Ihre Oberarme stets senkrecht zum Boden weisen
• Halten Sie Ihren Rücken während der gesamten Bewegung gerade und Ihren Kopf in einer neutralen Position
• Führen Sie die Hanteln in gleicher Form zurück und wiederholen Sie die Bewegung
• Alternativ können Sie die Bewegung auch im Wechsel zwischen linkem und rechtem Arm durchführen
";"• Lie supine on an incline bench (back pad at about 45 Degrees)
• Grasp one dumbbell with each hand and let your arms hang at your sides with slightly bent elbows and palms facing your thighs
• Now raise the dumbbells until your biceps are fully contracted without rotating your wrists outwards (i.e. you hold the dumbbells similar to the way you would hold a hammer)
• Make sure that your elbows stay close to your torso with your upper arms pointing vertically down at the floor
• Keep your back against the back pad throughout the exercise 
• Reverse movement on the way down and repeat 
• Alternatively you can perform exercise with alternating arms"
A;m;1340;A1340m;d;Biceps;Hammercurls sitzend;Kurzhantel;einarmig;Biceps;Hammer Curls Seated;Dumbbells;One-Arm;166913;Dumbbell One Arm Seated Hammer Curl;Strength;Upper Arms;Dumbbell;Male;;;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Setzen Sie sich auf eine Trainingsbank mit einer nahezu senkrechten Rückenlehne
• Umgreifen Sie mit einer Hand eine Kurzhantel und halten Sie diese mit fast ausgestrecktem Arm neben ihrem Körper (Handfläche zeigt zu Ihnen)
• Beugen Sie nun Ihren Arm bis Ihr Biceps maximal kontrahiert ist ohne dabei Ihre Handgelenke nach außen zu drehen (d.h. sie halten die Hantel in etwa so, wie Sie einen Hammer festhalten würden)
• Achten Sie bei der Bewegung darauf, dass Ihr Ellenbogen nah an Ihrem Oberkörper bleibt und Ihr Oberarm stets senkrecht zum Boden weist
• Halten Sie Ihren Rücken während der gesamten Bewegung gerade und Ihren Kopf in einer neutralen Position
• Führen Sie die Hanteln in gleicher Form zurück und wiederholen Sie die Bewegung 
";"• Sit on an exercise bench with a vertical back pad 
• Grasp one dumbbell and let your arm hang at your sides with your elbow slightly bent  and palm facing you
• Now raise the dumbbell until your biceps is fully contracted without rotating your wrist outwards (i.e. you hold the dumbbell similar to the way you would hold a hammer)
• Make sure that your elbow stays close to your torso with your upper arm pointing vertically down at the floor
• Keep your back against the back pad throughout the exercise 
• Reverse movement on the way down and repeat 
"
A;m;1341;A1341m;d;Biceps;Hammercurls liegend;Kurzhantel;einarmig, Schrägbank;Biceps;Hammer Curls Lying;Dumbbells;One-Arm, Incline Bench;166613;Dumbbell One Arm Prone Hammer Curl;Strength;Upper Arms;Dumbbell;Male;;;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Legen Sie sich auf eine Schrägbank mit einer um ca. 45 Grad geneigten Rückenlehne 
• Umgreifen Sie mit einer Hand eine Kurzhantel und halten Sie diese mit fast ausgestreckten Armen neben ihrem Körper (Handfläche zeigt zu Ihnen)
• Beugen Sie nun Ihren Arm bis Ihr Biceps maximal kontrahiert ist ohne dabei Ihre Handgelenke nach außen zu drehen (d.h. sie halten die Hantel in etwa so, wie Sie einen Hammer festhalten würden)
• Achten Sie bei der Bewegung darauf, dass Ihr Ellenbogen nah an Ihrem Oberkörper bleibt und Ihr Oberarm stets senkrecht zum Boden weist
• Halten Sie Ihren Rücken während der gesamten Bewegung gerade und Ihren Kopf in einer neutralen Position
• Führen Sie die Hanteln in gleicher Form zurück und wiederholen Sie die Bewegung mit dem anderen Arm
";"• Lie supine on an incline bench (back pad at about 45 Degrees)
• Grasp one dumbbell and let your arm hang at your side with slightly bent elbow and palm facing your thighs
• Now raise the dumbbell until your biceps is fully contracted without rotating your wrist outwards (i.e. you hold the dumbbell similar to the way you would hold a hammer)
• Make sure that your elbow stays close to your torso with your upper arm pointing vertically down at the floor
• Keep your back against the back pad throughout the exercise 
• Reverse movement on the way down and repeat
"
A;m;1342;A1342m;d;Biceps;Reverse Curls stehend;Kurzhantel;beidarmig;Biceps;Reverse Curls Standing;Dumbbells;Two-Arm;165413;Dumbbell Biceps Curl Reverse;Strength;Upper Arms;Dumbbell;Male;;;2;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Stellen Sie sich aufrecht hin, die Beine schulterweit auseinander und die Knie leicht gebeugt
• Umgreifen Sie mit beiden Händen je eine Kurzhantel  im Obergriff (Handflächen zeigen nach hinten) und halten Sie diese mit fast ausgestreckten Armen neben ihrem Körper 
• Beugen Sie nun die Arme, ohne dabei die Handgelenkstellung zu ändern, bis Ihre Handrückflächen zu den Schultern weisen  und Ihre Biceps maximal kontrahiert sind
• Achten Sie bei der Bewegung darauf, dass Ihre Ellenbogen nah an Ihrem Oberkörper bleiben und Ihr Oberarme stets senkrecht zum Boden weisen
• Halten Sie Ihren Rücken während der gesamten Bewegung gerade und Ihren Kopf in einer neutralen Position
• Führen Sie die Hanteln in gleicher Form zurück und wiederholen Sie die Bewegung
• Alternativ können Sie die Bewegung auch im Wechsel zwischen linkem und rechtem Arm durchführen
";"• Stand upright with your feet shoulder width apart and your knees slightly bent
• Grasp one dumbbell with each hand using an overhand grip ( palms facing backwards) and let your arms hang at your sides with your elbows slightly bent 
• Now raise the dumbbells without rotating your wrists until the back of your hands are facing your shoulders and  your biceps are fully contracted
• Make sure that your elbows stays close to your torso with your upper arms pointing vertically down at the floor
• Keep your back straight and your head in a neutral position throughout exercise 
• Reverse movement on the way down and repeat
• Alternatively you can perform exercise with alternating arms"
A;f;1343;A1343f;d;Biceps;Reverse Curls stehend;SZ‑Stange;beidarmig;Biceps;Reverse Curls Standing;EZ-Bar;Two-Arm;249813;EZ Barbell Reverse Grip Curl (female);Strength;Upper Arms;EZ Barbell;Female;;;2;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Stellen Sie sich aufrecht hin, die Beine schulterweit auseinander und die Knie leicht gebeugt
• Umgreifen Sie mit beiden Händen eine SZ-Stange im Obergriff (Handflächen zeigen nach hinten) und halten Sie diese mit fast ausgestreckten Armen vor Ihre Oberschenkel 
• Beugen Sie nun die Arme bis Ihre Biceps maximal kontrahiert sind und Ihre Handrückflächen zu den Schultern weisen
• Achten Sie bei der Bewegung darauf, dass Ihre Ellenbogen nah an Ihrem Oberkörper bleiben und Ihre Oberarme stets senkrecht zum Boden weisen
• Halten Sie Ihren Rücken während der gesamten Bewegung gerade und Ihren Kopf in einer neutralen Position
• Führen Sie die Hantel in gleicher Form zurück und wiederholen Sie die Bewegung
";"• Stand upright with your feet shoulder width apart and your knees slightly bent
• Grasp EZ-Bar with both hands using an overhand grip (palms facing backwards and let your arms hang at your sides with your elbows slightly bent 
• Now raise the bar until your biceps is fully contracted and the back of your hands are facing your shoulders
• Make sure that your elbows stays close to your torso with your upper arms pointing vertically down at the floor
• Keep your back straight and your head in a neutral position throughout exercise 
• Reverse movement on the way down and repeat"
A;m;1344;A1344m;d;Biceps;Reverse Curls stehend;Langhantel;beidarmig;Biceps;Reverse Curls Standing;Barbell;Two-Arm;008013;Barbell Reverse Curl;Strength;Upper Arms;Barbell;Male;;;2;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"• Stellen Sie sich aufrecht hin, die Beine schulterweit auseinander und die Knie leicht gebeugt
• Umgreifen Sie mit beiden Händen eine Langhantel im Obergriff (Handflächen zeigen nach hinten) und halten Sie diese mit fast ausgestreckten Armen vor Ihre Oberschenkel 
• Beugen Sie nun die Arme bis Ihre Biceps maximal kontrahiert sind und Ihre Handrückflächen zu den Schultern weisen
• Achten Sie bei der Bewegung darauf, dass Ihre Ellenbogen nah an Ihrem Oberkörper bleiben und Ihre Oberarme stets senkrecht zum Boden weisen
• Halten Sie Ihren Rücken während der gesamten Bewegung gerade und Ihren Kopf in einer neutralen Position
• Führen Sie die Hantel in gleicher Form zurück und wiederholen Sie die Bewegung
";"• Stand upright with your feet shoulder width apart and your knees slightly bent
• Grasp a barbell with both hands using an overhand grip (palms facing backwards and let your arms hang at your sides with your elbows slightly bent 
• Now raise the bar until your biceps are fully contracted and the back of your hands are facing your shoulders
• Make sure that your elbows stays close to your torso with your upper arms pointing vertically down at the floor
• Keep your back straight and your head in a neutral position throughout exercise 
• Reverse movement on the way down and repeat"
